cct,nombre,cv_estatus,estatus,nivel1,nivel2,sostenimiento,municipio
26ECB0007S,COLEGIO DE BACHILLERES PLANTEL JESÃS GUILLERMO CAREAGA CRUZ,1,ACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,HERMOSILLO
26DBA0021O,TIERRA Y LIBERTAD,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26DPR1027S,IGNACIO ELIAS,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,ARIZPE
26DPR1480J,ARMANDO RENDON CALLES,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26DZS0009B,SECUNDARIA NIÂ¥OS MIGRANTES CIUDAD DE LOS NIÂ¥OS,1,ACTIVO,SECUNDARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26ECB1024P,COORDINACION DEL SISTEMA DE BACHILLERATO EN LINEA,0,INACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,HERMOSILLO
26ETV0209S,TELESECUNDARIA 209,0,INACTIVO,SECUNDARIA,TELESECUNDARIA,NO ESPECIFICADO,ROSARIO
26KTV0087I,SECUNDARIA COMUNITARIA,0,INACTIVO,SECUNDARIA,COMUNITARIO,NO ESPECIFICADO,ÃLAMOS
26KPR0088I,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,GUAYMAS
26KCC0039U,PREESCOLAR COMUNITARIO INDIGENA,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,HUATABAMPO
26DPR1336X,ESCUELA PRIMARIA NUEVA CREACION,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26BBE3312W,BIBLIOTECA JOSE MARTI,1,ACTIVO,,,,HERMOSILLO
26BBS0094H,BIBLIOTECA DEL DEPARTAMENTO DE FISICA UNI-SON,1,ACTIVO,,,,HERMOSILLO
26FIZ0034S,INSPECCION ESCOLAR NUM. 34,1,ACTIVO,,,,PUERTO PEÃASCO
26PJN0597Q,PREESCOLAR NOGALES MONTESSORI,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,NOGALES
26KTV0142L,SECUNDARIA COMUNITARIA,0,INACTIVO,SECUNDARIA,COMUNITARIO,NO ESPECIFICADO,ÃLAMOS
26EEF5043Z,CENTRO DE EDUCACION FISICA,0,INACTIVO,,,,SAHUARIPA
26EEF5052G,CENTRO DE EDUCACION FISICA,0,INACTIVO,,,,GUAYMAS
26MMS0127U,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS UNIDAD BACUM,1,ACTIVO,,,NO ESPECIFICADO,BÃCUM
26DPR1100K,IGNACIO ALLENDE,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26PJN0554S,AMBIENTE MONTESSORI,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26PDI0131P,LA PUERTA MAGICA A.C.,1,ACTIVO,INICIAL,LACTANTE Y MATERNAL,NO ESPECIFICADO,NOGALES
26BBI0188P,BIBLIOTECA PUBLICA MUNICIPAL SAN BARTOLO,1,ACTIVO,,,,HERMOSILLO
26PBT0016W,INSTITUTO TECNICO COSMETICO I.T.C.,0,INACTIVO,FORMACIÃN PARA EL TRABAJO,FORMACIÃN PARA EL TRABAJO,NO ESPECIFICADO,HERMOSILLO
26DEM0001C,CENTRO DE ESTUDIOS DE BACHILLERATO 5/12 GREGORIO TORRES QUINTERO,0,INACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,NAVOJOA
26PJN0556Q,INSTITUTO MULTICULTURAL MAPA MUNDI,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26KPR0433B,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,GENERAL PLUTARCO ELÃAS CALLES
26KPR0444H,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,HUATABAMPO
26KTV0124W,SECUNDARIA COMUNITARIA,1,ACTIVO,SECUNDARIA,COMUNITARIO,NO ESPECIFICADO,HERMOSILLO
26PJN0239C,CRI CRI,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,GUAYMAS
26PJN0241R,SENDA DEL YAQUI A. C.,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,CAJEME
26KJN0562F,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,HERMOSILLO
26MSU0065G,INSTITUTO DE CAPACITACION CULTURA Y FORMACION,1,ACTIVO,,,,CABORCA
26MMS0416L,CENTRO DE EDUCACIÃN MEDIA SUPERIOR A DISTANCIA QUEROBABI,1,ACTIVO,,,,OPODEPE
26MMS0219K,PREPARATORIA DEL COLEGIO REGIS,1,ACTIVO,,,NO ESPECIFICADO,HERMOSILLO
26MMS0182N,COLEGIO NOGALES,1,ACTIVO,,,NO ESPECIFICADO,NOGALES
26DJN0086K,PEQUENOS EJEMPLOS,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,CABORCA
26PET0198S,CNG COLEGIO DE NUEVAS GENERACIONES,1,ACTIVO,MEDIA SUPERIOR,PROFESIONAL TÃCNICO,NO ESPECIFICADO,HERMOSILLO
26PJN0408H,MARIA ELENA VALENZUELA DE BURQUEZ,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26AZI0301C,SUPERVISION DE ZONA NUM. 260301,0,INACTIVO,,,,GUAYMAS
26PPR0360V,INSTITUTO VANGUARDISTA MARCEL DEL SUR,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,NOGALES
26KTV0122Y,SECUNDARIA COMUNITARIA,1,ACTIVO,SECUNDARIA,COMUNITARIO,NO ESPECIFICADO,HERMOSILLO
26FAS0002Y,CENTRO DE ATENCION A NIÂ¥OS Y JOVENES C.A.S.,0,INACTIVO,,,,HERMOSILLO
26AZP0004M,SUPERVICIOS DE ZONA ESCOLAR DE EDUCACION PREESCOLAR NUM. 4,0,INACTIVO,,,,SAN LUIS RÃO COLORADO
26BBE2656J,BIBLIOTECA DE LA PREPARATORIA INSTITUTOATENEO,0,INACTIVO,,,,CAJEME
26DJN0682I,JARDIN DE NIÃOS NUEVA CREACION,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26PSN0053P,SECUNDARIA SECCION 54 DEL SNTE NUM. 10,0,INACTIVO,SECUNDARIA,GENERAL,NO ESPECIFICADO,PUERTO PEÃASCO
26DJN0612N,SANTOS BALMORI PICAZO,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,CAJEME
26MMS0051V,PLANTEL CONALEP 141. ALVARO OBREGON SALIDO-HUATABAMPO,1,ACTIVO,,,,HUATABAMPO
26KJN0545P,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,ÃLAMOS
26FIC0251W,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE ESQUEDA EJIDO,0,INACTIVO,,,,FRONTERAS
26FIC0169W,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE HEROICA CIUDAD DE CANANEA 3,0,INACTIVO,,,,CANANEA
26USU4243C,DEPARTAMENTO DE FÃSICA UNIVERSIDAD DE SONORA CAMPUS HERMOSILLO,1,ACTIVO,SUPERIOR,LICENCIATURA Y POSGRADO,NO ESPECIFICADO,HERMOSILLO
26DTA0264Z,CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 264,1,ACTIVO,MEDIA SUPERIOR,TECNOLÃGICO,NO ESPECIFICADO,HERMOSILLO
26FIC0119O,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE LAS ARENERAS,1,ACTIVO,,,,CAJEME
26FIC0135F,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE EL HENEQUÃN,1,ACTIVO,,,,CAJEME
26FUA0128T,UNIDAD DE SERVICIOS DE APOYO A LA EDUCACION REGULAR NUM. 128,1,ACTIVO,USAER,USAER,,AGUA PRIETA
26PES0060R,CENTRO EDUCACIONAL LA CARIDAD A. C.,1,ACTIVO,SECUNDARIA,GENERAL,NO ESPECIFICADO,NACOZARI DE GARCÃA
26EJN0057O,EL PORVENIR,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,CAJEME
26EML0027T,CENTRO DE ATENCION MÃLTIPLE ESTATAL NUM 27 CEART DOWN,0,INACTIVO,CAM,CAM,NO ESPECIFICADO,CAJEME
26EJN0224V,MARIA ISABEL IRIBE LEYVA,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,NAVOJOA
26BBE3664Z,BIBLIOTECA DEL COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS PLANTEL BACABACHI,0,INACTIVO,,,,NAVOJOA
26DIN0002X,JIAK SEWA,1,ACTIVO,INICIAL,INICIAL INDÃGENA,NO ESPECIFICADO,BÃCUM
26DJN0055R,IGNACIO ZARAGOZA,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,BACERAC
26DJN0253R,GANDHI,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26DPR0002C,TIERRA Y LIBERTAD,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,AGUA PRIETA
26PPR0288B,INSTITUTO MORERA PRIMARIA,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26KCC0017I,PREESCOLAR COMUNITARIO INDIGENA,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,GUAYMAS
26KTV0147G,SECUNDARIA COMUNITARIA,1,ACTIVO,SECUNDARIA,COMUNITARIO,NO ESPECIFICADO,GUAYMAS
26ECB0017Z,COLEGIO DE BACHILLERES PLANTEL ALVARO OBREGON SALIDO,1,ACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,HUATABAMPO
26FIC0188K,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE JOSÃ MARÃA MORELOS Y PAVÃN (LA ATRAVEZADA) 3,0,INACTIVO,,,,EMPALME
26DPR0876M,PRIMARIA NUEVA CREACIÃN,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,HERMOSILLO
26KPR0179Z,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,SOYOPA
26FIC0126Y,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE FRANCISCO VILLA,1,ACTIVO,,,,CAJEME
26KJN0665B,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,LA COLORADA
26KJN0702P,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,TRINCHERAS
26FIC0175G,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE JÃCORI,1,ACTIVO,,,,CUMPAS
26MSU0104S,INSTITUTO PROFESIONAL DOCENTE DE SONORA,1,ACTIVO,,,,AGUA PRIETA
26EJN0229Q,ARMIDA GONZALEZ CASTRO,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,CAJEME
26EML0006G,GUADALUPE ELENA BARREDES PADILLA,1,ACTIVO,CAM,CAM,NO ESPECIFICADO,ALTAR
26AIZ0089Z,INSPECCION ESCOLAR NUM. 89,0,INACTIVO,,,,HUATABAMPO
26AIZ0069M,INSPECCION ESCOLAR NUM. 69,0,INACTIVO,,,,HERMOSILLO
26KJN0839B,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,BACERAC
26MSU0001W,UNIVERSIDAD DE NAVOJOA A. C.,0,INACTIVO,,,,NAVOJOA
26KJN0667Z,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,LA COLORADA
26EPR0215D,BENITO JUAREZ,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,SAN LUIS RÃO COLORADO
26MSU0090F,UNIVERSIDAD LA SALLE NOROESTE A. C.,1,ACTIVO,,,,CAJEME
26FIC0178D,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE JUNELANCAHUI (EL MEZQUITE),1,ACTIVO,,,,EMPALME
26KNP0062E,PRIMARIA CURSOS COMUNITARIOS NIÃOS MIGRANTES,1,ACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,GUAYMAS
26DEF0044R,CENTRO DE EDUCACION FISICA,0,INACTIVO,,,,NOGALES
26MSU0141W,ESCUELA DE ENFERMERIA PABLO DE ANDA,1,ACTIVO,,,,NOGALES
26PJN0564Z,COLEGIO DE OCCIDENTE UNIDAD SAN LUIS RIO COLORADO,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,SAN LUIS RÃO COLORADO
26AJZ0004S,JEFATURA DE SECTOR NUM. 4 DE EDUCACION PRESCOLAR,0,INACTIVO,,,,CAJEME
26KPR0545F,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,GUAYMAS
26DJN0579W,MANUEL GUTIERREZ NAJERA,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26DCC0309N,JARDIN DE NIÃOS NUEVA CREACION,0,INACTIVO,PREESCOLAR,INDÃGENA,NO ESPECIFICADO,HERMOSILLO
26PES0229F,COLEGIO AMERICANO DE SAN CARLOS S. C.,1,ACTIVO,SECUNDARIA,GENERAL,NO ESPECIFICADO,GUAYMAS
26PBH0046V,COLEGIO OBREGON,1,ACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,CAJEME
26PBH0127F,COLEGIO EMAUS,1,ACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,HERMOSILLO
26PBH0142Y,INSTITUTO REGIONAL DE GUAYMAS A.C.,1,ACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,GUAYMAS
26PBH0220L,SE BACHILLERES UNIDAD CABORCA,1,ACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,CABORCA
26AJZ0010C,JEFATURA DE SECTOR NUM. 10 DE EDUCACION PRESCOLAR,0,INACTIVO,,,,HERMOSILLO
26PES0301Z,MATTHEW HEYER CHAIREZ,1,ACTIVO,SECUNDARIA,GENERAL,NO ESPECIFICADO,CAJEME
26FIC0184O,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE SAN FERNANDO DE GUAYMAS,1,ACTIVO,,,,EMPALME
26EJN0095R,MICKY MOUSE,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,LA COLORADA
26ETV0155E,TELESECUNDARIA 155,1,ACTIVO,SECUNDARIA,TELESECUNDARIA,NO ESPECIFICADO,ÃLAMOS
26FIC0156S,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE PUENTE DE PICOS 2,0,INACTIVO,,,,CAJEME
26PJN0566X,TALITA CUMI,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,NAVOJOA
26PJN0559N,MANDELA KINDER VS GYM,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26FIC0189J,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE JOSÃ MARÃA MORELOS Y PAVÃN (LA ATRAVEZADA) 4,0,INACTIVO,,,,EMPALME
26FIC0529R,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE MEZQUITAL DE ABAJO,0,INACTIVO,,,,NAVOJOA
26FEI0231G,MODULO DE EDUCACIÃN INICIAL NO ESCOLARIZADA VICAM (LA NOPALERA),1,ACTIVO,INICIAL,INICIAL NO ESCOLARIZADA,NO ESPECIFICADO,GUAYMAS
26FZP0025U,ZONA ESCOLAR PREESCOLAR NUM. 25,1,ACTIVO,,,,NAVOJOA
26FZP0032D,ZONA ESCOLAR PREESCOLAR NUM. 32,1,ACTIVO,,,,HERMOSILLO
26FZT0014A,SUPERVISION ESCOLAR NUM. 14 DE EDUCACION SECUNDARIA TECNICA,1,ACTIVO,,,,NOGALES
26KJN0015Z,PREESCOLAR COMUNITARIO,1,ACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,ÃLAMOS
26KJN0156Z,CURSO COMUNITARIO,1,ACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,SAN PEDRO DE LA CUEVA
26KJN0421G,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,BACANORA
26KJN0499U,PREESCOLAR COMUNITARIO,1,ACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,NACO
26KJN0568Z,PREESCOLAR COMUNITARIO,1,ACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,ÃLAMOS
26FIC0166Z,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE LA MATANZA,1,ACTIVO,,,,CANANEA
26FIC0133H,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE TAJIMAROA,1,ACTIVO,,,,CAJEME
26FIC0168X,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE HEROICA CIUDAD DE CANANEA 2 EL DORADO,0,INACTIVO,,,,CANANEA
26BBS0070Y,BIBLIOTECA UNIDEP,0,INACTIVO,,,,HERMOSILLO
26KPR0767P,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,BENJAMÃN HILL
26PJN0577C,EDUKIDS CENTRO EDUCATIVO BILINGÃE,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26DCC0299X,EL CAMPITO,1,ACTIVO,PREESCOLAR,INDÃGENA,NO ESPECIFICADO,HUATABAMPO
26KJN0482U,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,CABORCA
26AIZ0001F,INSPECCION ESCOLAR NUM. 1,0,INACTIVO,,,,HERMOSILLO
26EPR0397C,FRANCISCO FERNANDO RÃBAGO SALAZAR,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,NOGALES
26ETV0141B,SIGIFREDO VALENZUELA PORTILLO,1,ACTIVO,SECUNDARIA,TELESECUNDARIA,NO ESPECIFICADO,CAJEME
26ETV0221N,TELESECUNDARIA 221,1,ACTIVO,SECUNDARIA,TELESECUNDARIA,NO ESPECIFICADO,SAHUARIPA
26MSU0079J,INSTITUTO DE CIENCIAS JURIDICAS Y FORENSES,1,ACTIVO,,,,HERMOSILLO
26FUA5245Q,UNIDAD DE SERVICIOS DE APOYO A LA EDUCACION REGULAR NUM. 245,1,ACTIVO,USAER,USAER,,NOGALES
26FZP5003Q,INSPECCION DE PREESCOLAR ESTATAL NUM. 3,1,ACTIVO,,,,CAJEME
26DPR0241C,BENITO JUAREZ,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,YÃCORA
26BBE3402O,BIBLIOTECA DEL CENTRO DE BACHILLERATO TECNOLOGICO AGROPECUARIO NUM. 132,1,ACTIVO,,,,EMPALME
26ECB0026G,COLEGIO DE BACHILLERES PLANTEL NACOZARI DE GARCIA,1,ACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,NACOZARI DE GARCÃA
26FUA0193T,UNIDAD DE SERVICIOS DE APOYO A LA EDUCACIÃN REGULAR NUM. 5286,1,ACTIVO,USAER,USAER,,PUERTO PEÃASCO
26FIZ0103Y,INSPECCION ESCOLAR NUM. 103,1,ACTIVO,,,,CAJEME
26FIC0170L,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE HEROICA CIUDAD DE CANANEA 4 LAS LOMAS DE CANANEA,0,INACTIVO,,,,CANANEA
26DPR1099L,LIC. BENITO JUAREZ,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,CAJEME
26DPR0761L,JOSEFA ORTIZ DE DOMINGUEZ,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,BAVISPE
26DPR0880Z,MOISES SAENZ GARZA,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,EMPALME
26DPR1124U,IGNACIO ZARAGOZA,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,NAVOJOA
26BBE0072T,BIBLIOTECA ESCOLAR JUBILEO DE ORO,0,INACTIVO,,,,HERMOSILLO
26KPR0524T,CURSO COMUNITARIO,0,INACTIVO,PRIMARIA,COMUNITARIO,NO ESPECIFICADO,HUATABAMPO
26AZP0029V,SUPERVICIOS DE ZONA ESCOLAR DE EDUCACION PREESCOLAR NUM. 29,0,INACTIVO,,,,HERMOSILLO
26PCB0056G,PREPARATORIA TECNICA,0,INACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,HERMOSILLO
26PDI0130Q,GUARDERIA COMUNITARIA BAMBI,0,INACTIVO,INICIAL,LACTANTE Y MATERNAL,NO ESPECIFICADO,HERMOSILLO
26PJN0471J,PETUNIA,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26KJN0218V,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,CAJEME
26FIC0130K,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE MORELOS DOS,1,ACTIVO,,,,CAJEME
26FIC0151X,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE EJIDO TEPEYAC (CAMPO DOS),0,INACTIVO,,,,CAJEME
26BBS0108U,BIBLIOTECA DE LA FACULTAD DE ARQUITECTURA DE LA UNI-SON,0,INACTIVO,,,,HERMOSILLO
26MMS0226U,UNIVERSIDAD DEL DESARROLLO PROFESIONAL,0,INACTIVO,,,NO ESPECIFICADO,CAJEME
26TAI0763R,FELIPE MATUZ CORDOVA,1,ACTIVO,,,,GUAYMAS
26EJN0093T,CENTRO DE ATENCION PRESCOLAR,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,CABORCA
26PJN0558O,BRILLIAN KIDS CENTRO EDUCATIVO INTEGRAL,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26PJN0217R,COLEGIO BOSCO,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,NAVOJOA
26PJN0486L,COLEGIO OBREGON,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,CAJEME
26FEI0270I,MODULO DE EDUCACIÃN INICIAL NO ESCOLARIZADA (HUACHINERA 2),1,ACTIVO,INICIAL,INICIAL NO ESCOLARIZADA,NO ESPECIFICADO,HUACHINERA
26DJN0018N,FRANCISCO MARQUEZ,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,BENITO JUÃREZ
26DPR1018K,PRESIDENTE CARDENAS,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,BÃCUM
26PBH0255A,BACHILLERATO VIRTUAL DE UNIVERSIDAD KINO,1,ACTIVO,MEDIA SUPERIOR,BACHILLERATO GENERAL,NO ESPECIFICADO,HERMOSILLO
26FJZ0004N,JEFATURA DE SECTOR 4 DE EDUCACION PRESCOLAR,1,ACTIVO,,,,CAJEME
26PDI0031Q,ESTANCIA DE DESARROLLO INFANTIL S. C.,1,ACTIVO,INICIAL,LACTANTE Y MATERNAL,NO ESPECIFICADO,HERMOSILLO
26FEI0381N,MODULO DE EDUCACIÃN INICIAL NO ESCOLARIZADA POBLADO MIGUEL ALEMÃN (LA DOCE 4),1,ACTIVO,INICIAL,INICIAL NO ESCOLARIZADA,NO ESPECIFICADO,HERMOSILLO
26DES0001X,MARTIRES DE 1906,1,ACTIVO,SECUNDARIA,GENERAL,NO ESPECIFICADO,CANANEA
26FEI0297P,MODULO DE EDUCACIÃN INICIAL NO ESCOLARIZADA LUIS ECHEVERRÃA ÃLVAREZ,1,ACTIVO,INICIAL,INICIAL NO ESCOLARIZADA,NO ESPECIFICADO,NAVOJOA
26FEI0323X,MODULO DE EDUCACIÃN INICIAL NO ESCOLARIZADA SAN IGNACIO RÃO MUERTO (COL. MILITAR),1,ACTIVO,INICIAL,INICIAL NO ESCOLARIZADA,NO ESPECIFICADO,SAN IGNACIO RÃO MUERTO
26FEI0324W,MODULO DE EDUCACIÃN INICIAL NO ESCOLARIZADA BAHÃA DE LOBOS,1,ACTIVO,INICIAL,INICIAL NO ESCOLARIZADA,NO ESPECIFICADO,SAN IGNACIO RÃO MUERTO
26FEI0317M,MODULO DE EDUCACIÃN INICIAL NO ESCOLARIZADA QUIRIEGO,1,ACTIVO,INICIAL,INICIAL NO ESCOLARIZADA,NO ESPECIFICADO,QUIRIEGO
26FEI0372F,MODULO DE EDUCACIÃN INICIAL NO ESCOLARIZADA EJIDO EL TRIUNFITO,1,ACTIVO,INICIAL,INICIAL NO ESCOLARIZADA,NO ESPECIFICADO,HERMOSILLO
26BBS0022O,BIBLIOTECA DEL INSTITUTO TECNOLOGICO DE NOGALES,1,ACTIVO,,,,NOGALES
26PJN0487K,NEMO,0,INACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,HERMOSILLO
26KJN0726Z,PREESCOLAR COMUNITARIO,0,INACTIVO,PREESCOLAR,COMUNITARIO,NO ESPECIFICADO,GUAYMAS
26EPR0070Z,20 DE NOVIEMBRE,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,EMPALME
26EPR0108V,PROFA. AMALIA CONSUELO CAMOU ABRIL,1,ACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,CARBÃ
26DPR1130E,LUIS ECHEVERRIA ALVAREZ,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,ÃLAMOS
26FIC0586I,CENTRO DE APOYO A LA EDUCACIÃN INICIAL DEL CONAFE NURI,1,ACTIVO,,,,ROSARIO
26DIN0032R,EDUCACION INICIAL NO ESCOLARIZADO NUEVA CREACION,1,ACTIVO,INICIAL,INICIAL INDÃGENA,NO ESPECIFICADO,ÃLAMOS
26FEI0295R,MODULO DE EDUCACIÃN INICIAL NO ESCOLARIZADA (MASIACA 2),1,ACTIVO,INICIAL,INICIAL NO ESCOLARIZADA,NO ESPECIFICADO,NAVOJOA
26FEI0308E,MODULO DE EDUCACIÃN INICIAL NO ESCOLARIZADA (ALTARES 1),1,ACTIVO,INICIAL,INICIAL NO ESCOLARIZADA,NO ESPECIFICADO,HERMOSILLO
26PJN0570J,COLEGIO BILINGUE MONTESSORI MAR DE CORTES,1,ACTIVO,PREESCOLAR,GENERAL,NO ESPECIFICADO,GUAYMAS
26PPR0195M,CENTRO DE SERVICIOS PARA EL DESARROLLO EDUCATIVO A. C.,0,INACTIVO,PRIMARIA,GENERAL,NO ESPECIFICADO,CAJEME
26FEI0254R,MODULO DE EDUCACIÃN ESPECIAL NO ESCOLARIZADA (ESTACIÃN OROZ),1,ACTIVO,INICIAL,INICIAL NO ESCOLARIZADA,NO ESPECIFICADO,GUAYMAS
