entidad,n_entidad,municipio,n_municipi,localidad,n_localidad,domicilio,clavecct,n_cct,turno,n_turno,tipo,nivel,subnivel,c_caracterizan2,control,subcontrol,periodo,insc_t,hom_t,muj_t,insc_1,hom_1,muj_1,insc_2,hom_2,muj_2,insc_3,hom_3,muj_3,insc_4,hom_4,muj_4,insc_5,hom_5,muj_5,insc_6,hom_6,muj_6,t_doc_p_h,t_doc_p_m,tot_doc_p,puericul_h,puericul_m,tot_puericul,asi_edu_h,asi_edu_m,tot_asi_edu,dirc_cg_h,dirc_cg_m,tot_dcg,dirc_sg_h,dirc_sg_m,tot_dsg,sub_ge_h,sub_ge_m,tot_subge,sub_aca_h,sub_aca_m,tot_subaca,docente_h,docente_m,tot_doc,tutores_h,tutores_m,tot_tutor,d_espfi_h,d_espfi_m,tot_espfi,d_espar_h,d_espar_m,tot_espar,d_espte_h,d_espte_m,tot_espte,d_espid_h,d_espid_m,tot_espid,d_promo_h,d_promo_m,tot_promo,paradoc_h,paradoc_m,tot_paradoc,per_adm_h,per_adm_m,tot_pradm,tot_per,escuelas,gpos_t,gpos_1,gpos_2,gpos_3,gpos_4,gpos_5,gpos_6,gpos_mg,ins_t,ing_t,rei_t,ins_1,ing_1,rei_1,ins_2,ing_2,rei_2,ins_3,ing_3,rei_3,ins_4,ing_4,rei_4,ins_5,ing_5,rei_5,ins_6,ing_6,rei_6,aula_aexi,aula_u_1,aula_u_2,aula_u_3,aula_u_4,aula_u_5,aula_u_6,aula_u_mg,aula_u_t,aula_a_1,aula_a_2,aula_a_3,aula_a_4,aula_a_5,aula_a_6,aula_a_mg,aula_a_t,taller,laborat,cubiculo_e,cubiculo_u,taller_u,egre_hom,egre_muj,egre_tot,regu_hom,regu_muj,regu_tot,doc_1,doc_2,doc_3,doc_4,doc_5,doc_6,doc_mg,doc_tot,tipo_org_docente,tipo_org_alumnos,periodo_escolar
14,JALISCO,97,TLAJOMULCO DE ZÚÑIGA,822,HACIENDA SANTA FE,AVENIDA SIERRA DE CHAPULTEPEC,14EJN1050X,AMADO DE LA CUEVA,2,VESPERTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PÚBLICO,ESTATAL,I2019,302,147,155,0,0,0,57,0,57,245,147,98,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,16,1,10,0,4,6,0,0,0,0,302,302,0,0,0,0,57,57,0,245,245,0,0,0,0,0,0,0,0,0,0,12,0,4,6,0,0,0,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,10,COMPLEMENTARIA,INCOMPLETA,2019-2020
15,MÉXICO,58,NEZAHUALCÓYOTL,1,CIUDAD NEZAHUALCÓYOTL,CALLE CABALLO BAYO,15DPR0311B,JOSE MA. MORELOS Y PAVON,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2019,339,155,184,51,25,26,77,34,43,47,19,28,61,27,34,48,25,23,55,25,30,7,6,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15,1,13,2,3,2,2,2,2,0,339,339,0,51,51,0,77,77,0,47,47,0,61,61,0,48,48,0,55,55,0,22,2,3,2,2,2,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,2,0,13,COMPLEMENTARIA,COMPLETA,2019-2020
21,PUEBLA,111,PANTEPEC,26,SAN ANTONIO,CALLE 20 DE NOVIEMBRE,21DPB0422Q,BENITO JUAREZ,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA INDIGENA,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2122,28,12,16,3,1,2,6,3,3,3,1,2,2,0,2,7,2,5,7,5,2,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,2,28,28,0,3,3,0,6,6,0,3,3,0,2,2,0,7,7,0,7,7,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,MULTIGRADO,INCOMPLETA,2021-2022
17,MORELOS,7,CUERNAVACA,1,CUERNAVACA,CALLE NUEVA BELGICA,17PJN0117K,GANDHI DE CUERNAVACA,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PRIVADO,PARTICULAR,I2324,13,4,9,6,0,6,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,13,13,0,6,6,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,UNITARIA,INCOMPLETA,2023-2024
3,BAJA CALIFORNIA SUR,1,COMONDÚ,1,CIUDAD CONSTITUCIÓN,CALLE IGNACIO ALLENDE,03NDI0012T,ESTANCIA MATERNO INFANTIL VILLA DEL CORTEZ,4,DISCONTINUO,BASICA,PREESCOLAR,PREESCOLAR CENDI,NO APLICA,PÚBLICO,FEDERAL,I2324,40,31,9,40,31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,40,40,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COMPLEMENTARIA,INCOMPLETA,2023-2024
2,BAJA CALIFORNIA,2,MEXICALI,260,PROGRESO,CALLE ABELARDO L. RODRÍGUEZ,02DJN0646U,SILVESTRE REVUELTAS,2,VESPERTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2324,42,17,25,0,0,0,14,6,8,28,11,17,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,2,0,1,1,0,0,0,0,42,42,0,0,0,0,14,14,0,28,28,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,COMPLEMENTARIA,INCOMPLETA,2023-2024
15,MÉXICO,51,LERMA,3,COLONIA AGRÍCOLA ANALCO,CALLE HIDALGO,15DPR1404Y,LIC. ADOLFO LOPEZ MATEOS,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2324,254,136,118,45,18,27,43,21,22,53,30,23,35,20,15,46,28,18,32,19,13,2,8,10,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,2,8,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,16,1,10,2,2,2,1,2,1,0,254,254,0,45,45,0,43,43,0,53,53,0,35,35,0,46,46,0,32,32,0,12,2,2,2,1,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,0,10,COMPLEMENTARIA,COMPLETA,2023-2024
7,CHIAPAS,96,TILA,83,MASOJA GRANDE,CALLE MASOJA GRANDE,07ETV0789A,TELESECUNDARIA 769 LEONARDO DA VINCI,1,MATUTINO,BASICA,SECUNDARIA,TELESECUNDARIA,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO-ESTATAL,I2020,48,31,17,17,11,6,16,12,4,15,8,7,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,1,1,0,0,0,0,48,48,0,17,17,0,16,16,0,15,15,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,1,1,1,0,0,0,0,3,COMPLEMENTARIA,NO APLICA EN ESTE NIVEL,2020-2021
15,MÉXICO,57,NAUCALPAN DE JUÁREZ,1,NAUCALPAN DE JUÁREZ,CALLE CEDROS,15ETV0362G,"OFTV NO 0358 ""LEONA VICARIO""",1,MATUTINO,BASICA,SECUNDARIA,TELESECUNDARIA,NO APLICA,PÚBLICO,ESTATAL,I2019,208,114,94,75,47,28,66,36,30,67,31,36,0,0,0,0,0,0,0,0,0,1,8,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,9,3,3,3,0,0,0,0,208,200,8,75,68,7,66,65,1,67,67,0,0,0,0,0,0,0,0,0,0,9,3,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,38,25,63,2,4,6,3,3,3,0,0,0,0,9,COMPLEMENTARIA,NO APLICA EN ESTE NIVEL,2019-2020
17,MORELOS,7,CUERNAVACA,1,CUERNAVACA,CALLE CHALMA,17PPR0035R,COLEGIO DEL BOSQUE BILINGUE DEL VALLE DE CUERNAVACA,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PRIVADO,PARTICULAR,I2324,34,24,10,8,4,4,5,2,3,3,3,0,7,5,2,6,5,1,5,5,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,1,0,1,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,2,2,9,1,2,0,0,0,0,0,0,2,34,34,0,8,8,0,5,5,0,3,3,0,7,7,0,6,6,0,5,5,0,6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,MULTIGRADO,INCOMPLETA,2023-2024
24,SAN LUIS POTOSÍ,54,XILITLA,239,LA PALMA,NINGUNO NINGUNO,24DIN0243X,ORIENTACION A PADRES DE FAMILIA INDIGENA,4,DISCONTINUO,BASICA,INICIAL,INICIAL INDIGENA,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2122,17,7,10,9,1,8,7,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,17,17,0,9,9,0,7,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO APLICA EN ESTE NIVEL,NO APLICA EN ESTE NIVEL,2021-2022
15,MÉXICO,121,CUAUTITLÁN IZCALLI,108,EJIDO SANTA MARÍA TIANGUISTENGO,CERRADA DE MORELOS,15DPR0835G,MIGUEL HIDALGO,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2223,493,224,269,86,41,45,75,31,44,83,39,44,72,33,39,101,49,52,76,31,45,2,13,15,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,1,15,3,2,3,2,3,2,0,493,493,0,86,86,0,75,75,0,83,83,0,72,72,0,101,101,0,76,76,0,15,3,2,3,2,3,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,3,2,0,15,COMPLEMENTARIA,COMPLETA,2022-2023
30,VERACRUZ DE IGNACIO DE LA LLAVE,15,ANGEL R. CABADA,1,ÁNGEL R. CABADA,CALLE PRIMITIVO R. VALENCIA,30EJN0153D,HERLINDA LEETCH GUERRERO,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PÚBLICO,ESTATAL,I2223,128,60,68,19,5,14,54,22,32,55,33,22,0,0,0,0,0,0,0,0,0,1,8,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,8,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,9,21,1,9,2,3,4,0,0,0,0,128,128,0,19,19,0,54,54,0,55,55,0,0,0,0,0,0,0,0,0,0,9,2,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,9,COMPLEMENTARIA,COMPLETA,2022-2023
17,MORELOS,8,EMILIANO ZAPATA,5,TRES DE MAYO,CALLE PUEBLA,17DST0044F,ESCUELA SECUNDARIA TECNICA NUM. 38,1,MATUTINO,BASICA,SECUNDARIA,SECUNDARIA TECNICA,INDUSTRIAL,PÚBLICO,FEDERAL TRANSFERIDO,I2122,207,105,102,57,31,26,76,35,41,74,39,35,0,0,0,0,0,0,0,0,0,10,12,22,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,5,9,14,0,0,0,1,1,2,0,1,1,3,0,3,1,1,2,0,0,0,0,0,0,9,5,14,38,1,9,3,3,3,0,0,0,0,207,207,0,57,57,0,76,76,0,74,74,0,0,0,0,0,0,0,0,0,0,12,3,3,3,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,50,39,89,0,0,0,0,0,0,0,0,0,0,0,COMPLEMENTARIA,NO APLICA EN ESTE NIVEL,2021-2022
30,VERACRUZ DE IGNACIO DE LA LLAVE,47,COSCOMATEPEC,12,LÁZARO CÁRDENAS,PROLONGACIÓN BENITO JUAREZ,30DJN2187I,MUNDO INFANTIL,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2324,94,48,46,19,11,8,40,21,19,35,16,19,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,1,2,2,0,0,0,0,94,94,0,19,19,0,40,40,0,35,35,0,0,0,0,0,0,0,0,0,0,5,1,2,2,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,5,COMPLEMENTARIA,COMPLETA,2023-2024
16,MICHOACÁN DE OCAMPO,53,MORELIA,1,MORELIA,CALLE REGIMIENTO DE INFANTERÍA PROVINCIAL,16PJN0202I,INSTITUTO GESTALT,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PRIVADO,PARTICULAR,I2324,132,65,67,38,19,19,47,22,25,47,24,23,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,9,9,19,1,6,2,2,2,0,0,0,0,132,132,0,38,38,0,47,47,0,47,47,0,0,0,0,0,0,0,0,0,0,7,2,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,6,COMPLEMENTARIA,COMPLETA,2023-2024
18,NAYARIT,9,DEL NAYAR,532,COMAL DE PEÑITA,NINGUNO NINGUNO,18KCC0132R,CURSOS COMUNITARIOS,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR CONAFE,INDIGENA,PÚBLICO,FEDERAL,I2019,13,6,7,3,1,2,7,3,4,3,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,13,13,0,3,3,0,7,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MULTIGRADO,INCOMPLETA,2019-2020
27,TABASCO,1,BALANCÁN,76,VICENTE GUERRERO,CALLE RANCHERIA VICENTE GUERRERO,27DPR1028Q,PROFR. MANUEL DELFINO 0LAN,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2019,61,35,26,7,4,3,10,4,6,9,6,3,10,7,3,14,8,6,11,6,5,1,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,3,61,61,0,7,7,0,10,10,0,9,9,0,10,10,0,14,14,0,11,11,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,MULTIGRADO,INCOMPLETA,2019-2020
17,MORELOS,29,YAUTEPEC,10,COLONIA MIGUEL HIDALGO (LOS CUARTOS),CALLE CARRETERA YAUTEPEC JOJUTLA,17DPR0693X,PROFR. RAFAEL RAMIREZ CASTANEDA,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2020,67,37,30,7,4,3,13,8,5,11,4,7,16,9,7,11,6,5,9,6,3,1,2,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,3,67,67,0,7,7,0,13,13,0,11,11,0,16,16,0,11,11,0,9,9,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,MULTIGRADO,INCOMPLETA,2020-2021
8,CHIHUAHUA,37,JUÁREZ,1,JUÁREZ,CALLE ISLAS BARBADOS,08EJN0271Q,YUMARE 1225,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PÚBLICO,ESTATAL,I2324,97,53,44,3,2,1,23,15,8,71,36,35,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,1,4,0,0,3,0,0,0,1,97,97,0,3,3,0,23,23,0,71,71,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,4,MULTIGRADO,COMPLETA,2023-2024
12,GUERRERO,55,TAXCO DE ALARCÓN,23,LOS MEMBRILLOS,NINGUNO NINGUNO,12KPR8958E,CURSO COMUNITARIO EDUCACION PRIMARIA,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA CONAFE,NO APLICA,PÚBLICO,FEDERAL,I2122,14,8,6,4,2,2,2,2,0,3,2,1,2,1,1,2,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,14,14,0,4,4,0,2,2,0,3,3,0,2,2,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MULTIGRADO,INCOMPLETA,2021-2022
25,SINALOA,13,MOCORITO,167,LOMAS BLANCAS,NINGUNO NINGUNO,25EPR0392I,MADERO Y PINO SUAREZ,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,ESTATAL,I2020,34,18,16,6,4,2,5,2,3,6,3,3,2,0,2,7,5,2,8,4,4,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,2,34,34,0,6,6,0,5,5,0,6,6,0,2,2,0,7,7,0,8,8,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,MULTIGRADO,INCOMPLETA,2020-2021
14,JALISCO,29,CUQUÍO,76,LA QUEMADA DE TATEPOSCO,NINGUNO NINGUNO,14KJN1106T,QUEMADA DE TATEPOSCO,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR CONAFE,NO APLICA,PÚBLICO,FEDERAL,I2324,7,3,4,2,1,1,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,7,7,0,2,2,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,MULTIGRADO,INCOMPLETA,2023-2024
15,MÉXICO,58,NEZAHUALCÓYOTL,1,CIUDAD NEZAHUALCÓYOTL,CERRADA TEXANITA,15DPR1372W,GREGORIO TORRES QUINTERO,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2122,352,175,177,53,24,29,51,27,24,48,22,26,60,30,30,69,32,37,71,40,31,8,7,15,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,17,1,15,3,2,2,2,3,3,0,352,352,0,53,53,0,51,51,0,48,48,0,60,60,0,69,69,0,71,71,0,19,3,2,2,2,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,3,3,0,15,COMPLEMENTARIA,COMPLETA,2021-2022
30,VERACRUZ DE IGNACIO DE LA LLAVE,124,PAPANTLA,64,OCOTILLAR,CALLE VICENTE GUERRERO,30EPR2861J,FRANCISCO I. MADERO,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,ESTATAL,I2223,20,9,11,2,1,1,5,2,3,3,2,1,3,2,1,5,1,4,2,1,1,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,2,20,20,0,2,2,0,5,5,0,3,3,0,3,3,0,5,5,0,2,2,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,MULTIGRADO,INCOMPLETA,2022-2023
27,TABASCO,12,MACUSPANA,25,BONANZA 1RA. SECCIÓN,CALLE RANCHERIA BONANZA PRIMERA SECCION,27ETV0073U,ADA RAMIREZ DE ROVIROSA,1,MATUTINO,BASICA,SECUNDARIA,TELESECUNDARIA,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO-ESTATAL,I2223,93,53,40,42,25,17,20,9,11,31,19,12,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,2,1,1,0,0,0,0,93,93,0,42,42,0,20,20,0,31,31,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,35,0,0,0,2,1,1,0,0,0,0,4,COMPLEMENTARIA,NO APLICA EN ESTE NIVEL,2022-2023
7,CHIAPAS,59,OCOSINGO,1216,ATOTONILCO,NINGUNO NINGUNO,07DPR4785H,EMILIANO ZAPATA SALAZAR,1,MATUTINO,BASICA,PRIMARIA,PRIMARIA GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2122,19,13,6,4,4,0,3,2,1,2,1,1,2,2,0,6,3,3,2,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,19,19,0,4,4,0,3,3,0,2,2,0,2,2,0,6,6,0,2,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,UNITARIA,INCOMPLETA,2021-2022
19,NUEVO LEÓN,48,SANTA CATARINA,1,CIUDAD SANTA CATARINA,CALLE CARLOS I,19DJN2105M,INDUSTRIALES REGIOMONTANOS DEL PONIENTE,1,MATUTINO,BASICA,PREESCOLAR,PREESCOLAR GENERAL,NO APLICA,PÚBLICO,FEDERAL TRANSFERIDO,I2020,105,48,57,0,0,0,48,23,25,57,25,32,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,1,5,0,2,3,0,0,0,0,105,105,0,0,0,0,48,48,0,57,57,0,0,0,0,0,0,0,0,0,0,5,0,2,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,5,COMPLEMENTARIA,INCOMPLETA,2020-2021
